"name","orig_name","state","county1","orig_county","established","discontinued","continuous","stamp_index","id","coordinates","duration","gnis_match","gnis_name","gnis_county","gnis_state","gnis_feature_id","gnis_feature_class","gnis_orig_name","gnis_orig_county","gnis_latitude","gnis_longitude","gnis_elev_in_m","gnis_dist","latitude","longitude","duration_category"
"DRESDEN","DRESDEN","NC","ASHE","Ashe",1888,1916,TRUE,4,79155,TRUE,28,TRUE,"DRESDEN","ASHE","NC",1020027,"Populated Place","Dresden","Ashe",36.45818,-81.54566,826,1,36.45818,-81.54566,"1-50"
"DRUMMOND","DRUMMOND","WI","BAYFIELD","Bayfield",1882,NA,TRUE,0,79206,TRUE,150,TRUE,"DRUMMOND","BAYFIELD","WI",2765633,"Post Office","Drummond Post Office","Bayfield",46.33595,-91.25828,396,1,46.33595,-91.25828,">=100"
"DRYHILL","DRYHILL","KY","LESLIE","Leslie",1897,1964,FALSE,1,79262,TRUE,67,TRUE,"DRYHILL","LESLIE","KY",511937,"Populated Place","Dryhill","Leslie",37.22204,-83.3774,252,1,37.22204,-83.3774,"50-100"
"DUCK RACE","DUCK RACE","VA","FREDERICK","Frederick",1880,1883,TRUE,7,79314,TRUE,3,TRUE,"DUCK RACE","FREDERICK","VA",1499329,"Populated Place","Duck Race","Frederick",39.34982,-78.18584,166,1,39.34982,-78.18584,"1-50"
"DUKE","DUKE","NC","HARNETT","Harnett",1903,1925,TRUE,3,79370,TRUE,22,TRUE,"DUKE","HARNETT","NC",1952477,"Post Office","Duke Post Office","Harnett",35.31741,-78.68226,57,1,35.31741,-78.68226,"1-50"
"DUNBROOKE","DUNBROOKE","VA","ESSEX","Essex",1893,1964,TRUE,1,79432,TRUE,71,TRUE,"DUNBROOKE","ESSEX","VA",1495482,"Populated Place","Dunbrooke","Essex",37.8943,-76.96386,48,1,37.8943,-76.96386,"50-100"
"DUNHAM","DUNHAM","KY","LETCHER","Letcher",1913,1960,TRUE,1,79484,TRUE,47,TRUE,"DUNHAM","LETCHER","KY",2336295,"Post Office","Dunham Post Office (historical)","Letcher",37.19066,-82.64764,487,1,37.19066,-82.64764,"1-50"
"DUNN'S ROCK","DUNN'S ROCK","NC","TRANSYLVANIA","Transylvania",1855,1887,TRUE,7,79537,TRUE,32,TRUE,"DUNNS ROCK","TRANSYLVANIA","NC",1020056,"Populated Place","Dunns Rock","Transylvania",35.17428,-82.74402,657,1,35.17428,-82.74402,"1-50"
"DURGON","DURGON","WV","HARDY","Hardy",1903,1928,TRUE,3,79587,TRUE,25,TRUE,"DURGON","HARDY","WV",1554340,"Populated Place","Durgon","Hardy",38.99317,-79.04559,271,1,38.99317,-79.04559,"1-50"
"DWIGHT","DWIGHT","WI","POLK","Polk",1901,1904,TRUE,6,79645,TRUE,3,TRUE,"DWIGHT","POLK","WI",1576192,"Populated Place","Dwight","Polk",45.30857,-92.49436,316,1,45.30857,-92.49436,"1-50"
"EAGLE CITY","EAGLE CITY","OH","CLARK","Clark",1879,1901,TRUE,4,79705,TRUE,22,TRUE,"EAGLE CITY","CLARK","OH",1966407,"Post Office","Eagle City Post Office (historical)","Clark",39.97645,-83.83465,281,1,39.97645,-83.83465,"1-50"
"EARDLY","EARDLY","MI","KENT","Kent",1891,1902,TRUE,6,79764,TRUE,11,TRUE,"EARDLEY","KENT","MI",2570719,"Post Office","Eardley Post Office (historical)","Kent",42.89444,-85.52694,240,0.8333333,42.89444,-85.52694,"1-50"
"EAST BERNSTADT","EAST BERNSTADT","KY","LAUREL","Laurel",1882,NA,TRUE,0,79823,TRUE,150,TRUE,"EAST BERNSTADT","LAUREL","KY",2793989,"Post Office","East Bernstadt Post Office","Laurel",37.18792,-84.11786,360,1,37.18792,-84.11786,">=100"
"EAST FOX LAKE","EAST FOX LAKE","IL","LAKE","Lake",1902,1904,TRUE,6,79876,TRUE,2,TRUE,"EAST FOX LAKE","LAKE","IL",408629,"Cemetery","East Fox Lake Cemetery","Lake",42.3999,-88.10744,240,1,42.3999,-88.10744,"1-50"
"EAST MOLINE","EAST MOLINE","IL","ROCK ISLAND","Rock Island",1899,NA,TRUE,0,79928,TRUE,150,TRUE,"EAST MOLINE","ROCK ISLAND","IL",1820919,"Post Office","East Moline Post Office","Rock Island",41.51536,-90.44236,176,1,41.51536,-90.44236,">=100"
"EAST SYCAMORE","EAST SYCAMORE","OH","HAMILTON","Hamilton",1858,1884,TRUE,5,79989,TRUE,26,TRUE,"EAST SYCAMORE","HAMILTON","OH",1065248,"Populated Place","East Sycamore","Hamilton",39.21367,-84.38688,254,1,39.21367,-84.38688,"1-50"
"EASTON","EASTON","MI","SHIAWASSEE","Shiawassee",1887,1903,TRUE,5,80039,TRUE,16,TRUE,"EASTON","SHIAWASSEE","MI",2576036,"Post Office","Easton Post Office (historical)","Shiawassee",43.11389,-84.08833,221,1,43.11389,-84.08833,"1-50"
"EBER","EBER","OH","OTTAWA","Ottawa",1883,1888,TRUE,6,80090,TRUE,5,TRUE,"EBER","OTTAWA","OH",2040796,"Post Office","Eber Post Office","Ottawa",41.5806,-83.28048,179,1,41.5806,-83.28048,"1-50"
"ECORSE","ECORSE","MI","WAYNE","Wayne",1863,1919,TRUE,1,80147,TRUE,56,TRUE,"ECORSE","WAYNE","MI",2650234,"Post Office","Ecorse Post Office (historical)","Wayne",42.24444,-83.14611,178,1,42.24444,-83.14611,"50-100"
"EDGEFIELD","EDGEFIELD","OH","FAYETTE","Fayette",1877,1914,TRUE,3,80206,TRUE,37,TRUE,"EDGEFIELD","FAYETTE","OH",1985348,"Post Office","Edgefield Post Office (historical)","Fayette",39.61395,-83.64437,324,1,39.61395,-83.64437,"1-50"
"EDMOND","EDMOND","WV","FAYETTE","Fayette",1890,NA,TRUE,0,80269,TRUE,150,TRUE,"EDMOND","FAYETTE","WV",2774648,"Post Office","Edmond Post Office","Fayette",38.0593,-81.01993,634,1,38.0593,-81.01993,">=100"
"EDWARDS STATION","EDWARDS STATION","IL","PEORIA","Peoria",1856,1883,TRUE,3,80328,TRUE,27,TRUE,"EDWARDS","PEORIA","IL",2788300,"Post Office","Edwards Post Office","Peoria",40.77292,-89.75482,198,1,40.77292,-89.75482,"1-50"
"EGYPT","EGYPT","IA","FREMONT","Fremont",1865,1867,TRUE,6,80391,TRUE,2,TRUE,"EGYPT","FREMONT","IA",1949847,"Post Office","Egypt Post Office","Fremont",40.885,-95.795,288,1,40.885,-95.795,"1-50"
"ELAMTON","ELAMTON","KY","MORGAN","Morgan",1883,1982,TRUE,1,80451,TRUE,99,TRUE,"ELAMTON","MORGAN","KY",2362611,"Post Office","Elamton Post Office (historical)","Morgan",37.92733,-83.14714,255,1,37.92733,-83.14714,"50-100"
"ELDON","ELDON","IA","WAPELLO","Wapello",1871,NA,TRUE,0,80510,TRUE,150,TRUE,"ELDON","WAPELLO","IA",1975545,"Post Office","Eldon Post Office","Wapello",40.91811,-92.22276,191,1,40.91811,-92.22276,">=100"
"ELGIN","ELGIN","MN","WABASHA","Wabasha",1857,NA,TRUE,0,80560,TRUE,150,TRUE,"ELGIN","WABASHA","MN",2064691,"Post Office","Elgin Post Office","Wabasha",44.13121,-92.25115,323,1,44.13121,-92.25115,">=100"
"ELK","ELK","OH","NOBLE","Noble",1873,1910,TRUE,3,80617,TRUE,37,TRUE,"ELK","NOBLE","OH",2041256,"Post Office","Elk Post Office (historical)","Noble",39.67368,-81.33595,217,1,39.67368,-81.33595,"1-50"
"ELK RUN CHURCH","ELK RUN CHURCH","VA","FAUQUIER","Fauquier",1802,1819,TRUE,7,80669,TRUE,17,TRUE,"ELK RUN CHURCH","FAUQUIER","VA",1495505,"Populated Place","Elk Run Church","Fauquier",38.55512,-77.67082,96,1,38.55512,-77.67082,"1-50"
"ELKTON","ELKTON","NC","BLADEN","Bladen",1888,1955,TRUE,1,80721,TRUE,67,TRUE,"ELKTON","BLADEN","NC",1006197,"Populated Place","Elkton","Bladen",34.46684,-78.60529,28,1,34.46684,-78.60529,"50-100"
"ELLICOTT CITY","ELLICOTT CITY","MD","HOWARD","Howard",1869,NA,FALSE,0,80775,TRUE,150,TRUE,"ELLICOTT CITY","HOWARD","MD",1708497,"Post Office","Ellicott City Post Office","Howard",39.27807,-76.81321,124,1,39.27807,-76.81321,">=100"
"ELLISTON","ELLISTON","KY","GRANT","Grant",1870,1976,TRUE,1,80832,TRUE,106,TRUE,"ELLISTON","GRANT","KY",491724,"Populated Place","Elliston","Grant",38.73451,-84.74661,181,1,38.73451,-84.74661,">=100"
"ELM SPRINGS","ELM SPRINGS","IA","BUTLER","Butler",1855,1871,TRUE,4,80892,TRUE,16,TRUE,"ELM SPRINGS","BUTLER","IA",1945476,"Post Office","Elm Springs Post Office","Butler",42.89514,-92.80119,291,1,42.89514,-92.80119,"1-50"
"ELMWOOD","ELMWOOD","MN","HENNEPIN","Hennepin",1887,1890,TRUE,5,80952,TRUE,3,TRUE,"ELMWOOD","HENNEPIN","MN",2101172,"Post Office","Elmwood Post Office","Hennepin",44.94833,-93.34778,271,1,44.94833,-93.34778,"1-50"
"ELVA","ELVA","MI","TUSCOLA","Tuscola",1873,1903,TRUE,4,81009,TRUE,30,TRUE,"ELVA","TUSCOLA","MI",2553986,"Post Office","Elva Post Office (historical)","Tuscola",43.28083,-83.66194,201,1,43.28083,-83.66194,"1-50"
"EMERALD","EMERALD","WI","ST. CROIX","St Croix",1872,1985,TRUE,1,81074,TRUE,113,TRUE,"EMERALD","ST. CROIX","WI",1581627,"Populated Place","Emerald","St. Croix",45.08302,-92.25824,351,1,45.08302,-92.25824,">=100"
"EMMETT","EMMETT","WV","LOGAN","Logan",1925,1991,FALSE,1,81138,TRUE,66,TRUE,"EMMETT","LOGAN","WV",1742521,"Post Office","Emmett Post Office","Logan",37.68261,-81.82678,256,1,37.68261,-81.82678,"50-100"
"ENFIELD","ENFIELD","VA","KING WILLIAM","King William",1827,1955,FALSE,1,81194,TRUE,128,TRUE,"ENFIELD","KING WILLIAM","VA",1477307,"Populated Place","Enfield","King William",37.74542,-77.21859,50,1,37.74542,-77.21859,">=100"
"ENOE","ENOE","NC","ORANGE","Orange",1831,1834,TRUE,9,81252,TRUE,3,TRUE,"ENO","ORANGE","NC",1020159,"Populated Place","Eno","Orange",36.04125,-79.01418,141,0.75,36.04125,-79.01418,"1-50"
"EPPERSON","EPPERSON","KY","MCCRACKEN","McCracken",1884,1905,TRUE,4,81321,TRUE,21,TRUE,"EPPERSON","MCCRACKEN","KY",491800,"Populated Place","Epperson","McCracken",37.02589,-88.53449,117,1,37.02589,-88.53449,"1-50"
"ERIE","ERIE","OH","OTTAWA","Ottawa",1873,1875,TRUE,8,81376,TRUE,2,TRUE,"ERIE","OTTAWA","OH",2041513,"Post Office","Erie Post Office","Ottawa",41.51669,-83.04342,176,1,41.51669,-83.04342,"1-50"
"ESMONT","ESMONT","VA","ALBEMARLE","Albemarle",1890,NA,TRUE,0,81442,TRUE,150,TRUE,"ESMONT","ALBEMARLE","VA",1675044,"Post Office","Esmont Post Office","Albemarle",37.83297,-78.60743,136,1,37.83297,-78.60743,">=100"
"ESTO","ESTO","OH","KNOX","Knox",1890,1903,TRUE,4,81507,TRUE,13,TRUE,"ESTO","KNOX","OH",2015931,"Post Office","Esto Post Office (historical)","Knox",40.3334,-82.23043,360,1,40.3334,-82.23043,"1-50"
"EUBANKS STATION","EUBANKS STATION","KY","PULASKI","Pulaski",1877,1880,TRUE,5,81563,TRUE,3,TRUE,"EUBANKS","PULASKI","KY",491825,"Cemetery","Eubanks Cemetery","Pulaski",37.21313,-84.64688,341,1,37.21313,-84.64688,"1-50"
"EVAN","EVAN","MN","BROWN","Brown",1886,NA,TRUE,0,81631,TRUE,150,TRUE,"EVAN","BROWN","MN",2063759,"Post Office","Evan Post Office","Brown",44.35417,-94.84111,314,1,44.35417,-94.84111,">=100"
"EVERETT","EVERETT","IL","LAKE","Lake",1892,1933,FALSE,3,81682,TRUE,41,TRUE,"EVERETT","LAKE","IL",1772865,"Populated Place","Everett","Lake",42.2203,-87.87285,208,1,42.2203,-87.87285,"1-50"
"EWING","EWING (1)","IL","FRANKLIN","Franklin",1850,1890,FALSE,5,81737,TRUE,40,TRUE,"EWING","FRANKLIN","IL",408133,"Populated Place","Ewing","Franklin",38.08866,-88.85229,142,1,38.08866,-88.85229,"1-50"
"EYOTA","EYOTA","MN","OLMSTED","Olmsted",1864,NA,TRUE,0,81805,TRUE,150,TRUE,"EYOTA","OLMSTED","MN",2064128,"Post Office","Eyota Post Office","Olmsted",43.98879,-92.23169,382,1,43.98879,-92.23169,">=100"
"FAIRBORN","FAIRBORN","OH","GREENE","Greene",1950,NA,TRUE,0,81875,TRUE,150,TRUE,"FAIRBORN","GREENE","OH",1082385,"Post Office","Fairborn Post Office","Greene",39.82791,-84.02259,254,1,39.82791,-84.02259,">=100"
"FAIRLAND","FAIRLAND","IA","DALLAS","Dallas",1880,1885,TRUE,7,81926,TRUE,5,TRUE,"FAIRLAND","DALLAS","IA",1996201,"Post Office","Fairland Post Office (historical)","Dallas",41.74582,-93.88078,301,1,41.74582,-93.88078,"1-50"
"FAIRVIEW","FAIRVIEW","MD","HARFORD","Harford",1860,1861,TRUE,8,81974,TRUE,1,TRUE,"FAIRVIEW","HARFORD","MD",1698346,"Populated Place","Fairview","Harford",39.58122,-76.42135,175,1,39.58122,-76.42135,"<=1"
"FALLING WATERS","FALLING WATERS","WV","BERKELEY","Berkeley",1815,NA,FALSE,0,82035,TRUE,150,TRUE,"FALLING WATERS","BERKELEY","WV",1727422,"Post Office","Falling Waters Post Office","Berkeley",39.59038,-77.85678,159,1,39.59038,-77.85678,">=100"
"FANDON","FANDON","IL","MCDONOUGH","McDonough",1871,1962,TRUE,1,82096,TRUE,91,TRUE,"FANDON","MCDONOUGH","IL",408266,"Populated Place","Fandon","McDonough",40.36838,-90.76152,204,1,40.36838,-90.76152,"50-100"
"FARMER CITY","FARMER CITY","IL","DE WITT","De Witt",1869,NA,TRUE,0,82160,TRUE,150,TRUE,"FARMER CITY","DE WITT","IL",1985580,"Post Office","Farmer City Post Office","De Witt",40.2432,-88.64161,221,1,40.2432,-88.64161,">=100"
"FARMINGTON","FARMINGTON","OH","TRUMBULL","Trumbull",1819,1903,FALSE,4,82214,TRUE,84,TRUE,"FARMINGTON","TRUMBULL","OH",2056258,"Post Office","Farmington Post Office","Trumbull",41.39027,-80.971,268,1,41.39027,-80.971,"50-100"
"FAULKNER","FAULKNER","MD","CHARLES","Charles",1888,NA,TRUE,0,82270,TRUE,150,TRUE,"FAULKNER","CHARLES","MD",1677013,"Post Office","Faulkner Post Office","Charles",38.43823,-76.97718,49,1,38.43823,-76.97718,">=100"
"FEATHERSTONE","FEATHERSTONE","MN","GOODHUE","Goodhue",1858,1863,TRUE,7,82328,TRUE,5,TRUE,"FEATHERSTONE","GOODHUE","MN",664153,"Civil","Township of Featherstone","Goodhue",44.49956,-92.61084,333,NA,44.49956,-92.61084,"1-50"
"FENNVILLE","FENNVILLE","MI","ALLEGAN","Allegan",1871,NA,TRUE,0,82387,TRUE,150,TRUE,"FENNVILLE","ALLEGAN","MI",2574357,"Post Office","Fennville Post Office","Allegan",42.59447,-86.10464,201,1,42.59447,-86.10464,">=100"
"FERNALD","FERNALD","IA","STORY","Story",1903,1955,TRUE,1,82438,TRUE,52,TRUE,"FERNALD","STORY","IA",1999113,"Post Office","Fernald Post Office (historical)","Story",42.07082,-93.39493,317,1,42.07082,-93.39493,"50-100"
"FIAT","FIAT","IN","JAY","Jay",1881,1926,FALSE,3,82497,TRUE,45,TRUE,"FIAT","JAY","IN",434469,"Populated Place","Fiat","Jay",40.55338,-85.14997,275,1,40.55338,-85.14997,"1-50"
"FILION","FILION","MI","HURON","Huron",1876,NA,TRUE,0,82554,TRUE,150,TRUE,"FILION","HURON","MI",2548448,"Post Office","Filion Post Office","Huron",43.89583,-83.00361,218,1,43.89583,-83.00361,">=100"
"FINLAYSON","FINLAYSON","MN","PINE","Pine",1887,NA,TRUE,0,82611,TRUE,150,TRUE,"FINLAYSON","PINE","MN",2070014,"Post Office","Finlayson Post Office","Pine",46.20099,-92.91676,338,1,46.20099,-92.91676,">=100"
"FISHER'S LANDING","FISHER'S LANDING","MN","POLK","Polk",1875,1882,TRUE,3,82680,TRUE,7,TRUE,"FISHERS LANDING","POLK","MN",2081479,"Post Office","Fishers Landing Post Office","Polk",47.80065,-96.7998,260,1,47.80065,-96.7998,"1-50"
"FIVE FORKS","FIVE FORKS","NC","STOKES","Stokes",1871,1895,FALSE,6,82738,TRUE,24,TRUE,"FIVE FORKS","STOKES","NC",1021043,"Populated Place","Five Forks","Stokes",36.28069,-80.35922,341,1,36.28069,-80.35922,"1-50"
"FLAT LICK","FLAT LICK","KY","CHRISTIAN","Christian",1829,1835,TRUE,7,82808,TRUE,6,TRUE,"FLAT LICK","CHRISTIAN","KY",2742887,"Populated Place","Flat Lick (historical)","Christian",36.74628,-87.5428,167,1,36.74628,-87.5428,"1-50"
"FLEET","FLEET","VA","WASHINGTON","Washington",1898,1926,TRUE,3,82860,TRUE,28,TRUE,"FLEET","WASHINGTON","VA",1492944,"Populated Place","Fleet","Washington",36.79178,-81.74123,618,1,36.79178,-81.74123,"1-50"
"FLINT CREEK","FLINT CREEK (2)","IL","LAKE","Lake",1847,1856,TRUE,7,82918,TRUE,9,TRUE,"FLYNN CREEK","LAKE","IL",1772868,"School","Flynn Creek School (historical)","Lake",42.21252,-88.1698,234,0.8181818,42.21252,-88.1698,"1-50"
"FLORENCE","FLORENCE","MD","HOWARD","Howard",1868,1906,TRUE,5,82978,TRUE,38,TRUE,"FLORENCE","HOWARD","MD",584424,"Populated Place","Florence","Howard",39.31038,-77.10859,189,1,39.31038,-77.10859,"1-50"
"FLOYDS FORK","FLOYDS FORK","KY","SHELBY","Shelby",1852,1855,TRUE,7,83041,TRUE,3,TRUE,"FLOYDS FORK","SHELBY","KY",2567214,"Post Office","Floyds Fork Post Office (historical)","Shelby",38.22567,-85.40827,199,1,38.22567,-85.40827,"1-50"
"FOND DU LAC","FOND DU LAC","MN","ST. LOUIS","Saint Louis",1857,1938,FALSE,2,83097,TRUE,81,TRUE,"FOND DU LAC","ST. LOUIS","MN",2123645,"Post Office","Fond du Lac Post Office (historical)","St. Louis",46.65972,-92.27306,185,1,46.65972,-92.27306,"50-100"
"FORD RIVER","FORD RIVER","MI","DELTA","Delta",1860,1914,FALSE,3,83153,TRUE,54,TRUE,"FORD RIVER","DELTA","MI",2354281,"Post Office","Ford River Post Office (historical)","Delta",45.67944,-87.14,178,1,45.67944,-87.14,"50-100"
"FOREST HILL","FOREST HILL","MD","HARFORD","Harford",1852,NA,TRUE,0,83208,TRUE,150,TRUE,"FOREST HILL","HARFORD","MD",1698440,"Post Office","Forest Hill Post Office","Harford",39.58456,-76.38732,167,1,39.58456,-76.38732,">=100"
"FORGE","FORGE","NC","SURRY","Surry",1888,1903,TRUE,6,83260,TRUE,15,TRUE,"FORGE","SURRY","NC",980267,"Populated Place","Forge","Surry",36.40403,-80.56062,275,1,36.40403,-80.56062,"1-50"
"FORSYTH","FORSYTH","IA","EMMET","Emmet",1890,1905,TRUE,5,83333,TRUE,15,TRUE,"FORSYTH","EMMET","IA",1907423,"Post Office","Forsyth Post Office (historical)","Emmet",43.25552,-94.47303,380,1,43.25552,-94.47303,"1-50"
"FORT HUNT","FORT HUNT","VA","FAIRFAX","Fairfax",1905,1923,TRUE,3,83386,TRUE,18,TRUE,"FORT HUNT","FAIRFAX","VA",1867588,"Populated Place","Fort Hunt","Fairfax",38.73289,-77.05803,12,1,38.73289,-77.05803,"1-50"
"FOSBROKE","FOSBROKE","WI","DUNN","Dunn",1892,1901,TRUE,5,83446,TRUE,9,TRUE,"FOSBROKE","DUNN","WI",1578410,"School","Fosbroke School (historical)","Dunn",44.76635,-91.69017,229,1,44.76635,-91.69017,"1-50"
"FOUNTAIN CITY","FOUNTAIN CITY","IN","WAYNE","Wayne",1878,NA,TRUE,0,83509,TRUE,150,TRUE,"FOUNTAIN CITY","WAYNE","IN",2794807,"Post Office","Fountain City Post Office","Wayne",39.95483,-84.91814,336,1,39.95483,-84.91814,">=100"
"FOWLERS MILL","FOWLERS MILL(S)","OH","GEAUGA","Geauga",1834,1906,TRUE,3,83564,TRUE,72,TRUE,"FOWLERS MILL","GEAUGA","OH",1988338,"Post Office","Fowlers Mill Post Office (historical)","Geauga",41.52783,-81.25538,356,1,41.52783,-81.25538,"50-100"
"FRAMPTON","FRAMPTON","OH","LAWRENCE","Lawrence",1867,1874,TRUE,7,83629,TRUE,7,TRUE,"FRAMPTON","LAWRENCE","OH",2025783,"Post Office","Frampton Post Office","Lawrence",38.42714,-82.45979,169,1,38.42714,-82.45979,"1-50"
"FRANKLIN","FRANKLIN","IA","DECATUR","Decatur",1854,1878,TRUE,7,83683,TRUE,24,TRUE,"FRANKLIN","DECATUR","IA",467219,"Post Office","Franklin Post Office (historical)","Decatur",40.79639,-93.69105,336,1,40.79639,-93.69105,"1-50"
"FRANKLINVILLE","FRANKLINVILLE (2)","MD","BALTIMORE","Baltimore",1887,1955,TRUE,1,83731,TRUE,68,TRUE,"FRANKLINVILLE","BALTIMORE","MD",590249,"Populated Place","Franklinville","Baltimore",39.44789,-76.38468,51,1,39.44789,-76.38468,"50-100"
"FREDERICRTOWN","FREDERICRTOWN","OH","KNOX","Knox",1811,NA,TRUE,0,83792,TRUE,150,TRUE,"FREDERICKTOWN","KNOX","OH",2021071,"Post Office","Fredericktown Post Office","Knox",40.48299,-82.54242,336,0.9230769,40.48299,-82.54242,">=100"
"FREEDOM","FREEDOM","MI","WASHTENAW","Washtenaw",1867,1869,TRUE,8,83839,TRUE,2,TRUE,"FREEDOM","WASHTENAW","MI",2646798,"Cemetery","Freedom Township Cemetery","Washtenaw",42.23935,-83.94724,296,1,42.23935,-83.94724,"1-50"
"FREEPORT","FREEPORT","VA","GLOUCESTER","Gloucester",1878,1965,TRUE,1,83884,TRUE,87,TRUE,"FREEPORT","GLOUCESTER","VA",1499452,"Populated Place","Freeport","Gloucester",37.53958,-76.50717,9,1,37.53958,-76.50717,"50-100"
"FRENCH RIVER","FRENCH RIVER","MN","ST. LOUIS","Saint Louis",1856,1938,FALSE,2,83935,TRUE,82,TRUE,"FRENCH RIVER","ST. LOUIS","MN",2123643,"Post Office","French River Post Office (historical)","St. Louis",46.89806,-91.89694,199,1,46.89806,-91.89694,"50-100"
"FRIENDSHIP","FRIENDSHIP","WI","ADAMS","Adams",1858,NA,TRUE,0,83990,TRUE,150,TRUE,"FRIENDSHIP","ADAMS","WI",2792772,"Post Office","Friendship Post Office","Adams",43.97142,-89.81646,291,1,43.97142,-89.81646,">=100"
"FRUIT RIDGE","FRUIT RIDGE","MI","LENAWEE","Lenawee",1883,1932,FALSE,3,84053,TRUE,49,TRUE,"FRUIT RIDGE","LENAWEE","MI",2435686,"Post Office","Fruit Ridge Post Office (historical)","Lenawee",41.79861,-84.10833,249,1,41.79861,-84.10833,"1-50"
"FULLERTON-SOUTH SHORE","FULLERTON-SOUTH SHORE","KY","GREENUP","Greenup",1857,1858,TRUE,8,84112,TRUE,1,TRUE,"FULLERTON/SOUTHSHORE","GREENUP","KY",2085133,"Post Office","Fullerton/Southshore Post Office","Greenup",38.72053,-82.95581,176,0.9047619,38.72053,-82.95581,"<=1"
"FYFFE","FYFFE","KY","MORGAN","Morgan",1897,1917,TRUE,3,84166,TRUE,20,TRUE,"FYFFE","MORGAN","KY",2362620,"Post Office","Fyffe Post Office (historical)","Morgan",37.9684,-83.08008,252,1,37.9684,-83.08008,"1-50"
"GALDIA","GALDIA","KY","MAGOFFIN","Magoffin",1916,1963,TRUE,1,84223,TRUE,47,TRUE,"GALDIA","MAGOFFIN","KY",2339043,"Post Office","Galdia Post Office (historical)","Magoffin",37.6337,-82.98824,292,1,37.6337,-82.98824,"1-50"
"GALT","GALT","IA","WRIGHT","Wright",1888,NA,TRUE,0,84278,TRUE,150,TRUE,"GALT","WRIGHT","IA",1944466,"Post Office","Galt Post Office (historical)","Wright",42.69358,-93.60549,368,1,42.69358,-93.60549,">=100"
"GAPVILLE","GAPVILLE","KY","MAGOFFIN","Magoffin",1888,NA,TRUE,0,84344,TRUE,150,TRUE,"GAPVILLE","MAGOFFIN","KY",2339044,"Post Office","Gapville Post Office (historical)","Magoffin",37.6899,-82.95867,309,1,37.6899,-82.95867,">=100"
"GARFIELD","GARFIELD","DC","DISTRICT OF COLUMBIA",NA,1882,1893,FALSE,7,84401,TRUE,11,TRUE,"GARFIELD","DISTRICT OF COLUMBIA","DC",528939,"Populated Place","Garfield","District of Columbia",38.85567,-76.96942,87,1,38.85567,-76.96942,"1-50"
"GARRICH","GARRICH","KY","KNOX","Knox",1919,1927,TRUE,4,84456,TRUE,8,TRUE,"GARRICH","KNOX","KY",2543271,"Post Office","Garrich Post Office (historical)","Knox",36.93182,-83.91659,318,1,36.93182,-83.91659,"1-50"
"GASVILLE","GASVILLE","OH","WASHINGTON","Washington",1888,1908,TRUE,3,84510,TRUE,20,TRUE,"GASVILLE","WASHINGTON","OH",1075897,"Populated Place","Gasville","Washington",39.52896,-81.31789,233,1,39.52896,-81.31789,"1-50"
"GAYS MILLS","GAYS MILLS","WI","CRAWFORD","Crawford",1892,NA,TRUE,0,84570,TRUE,150,TRUE,"GAYS MILLS","CRAWFORD","WI",2792944,"Post Office","Gays Mills Post Office","Crawford",43.31666,-90.84649,213,1,43.31666,-90.84649,">=100"
"GENEVA","GENEVA","IN","JENNINGS","Jennings",1820,1834,TRUE,8,84626,TRUE,14,TRUE,"GENEVA","JENNINGS","IN",453323,"Civil","Township of Geneva","Jennings",39.07939,-85.72408,204,NA,39.07939,-85.72408,"1-50"
"GEORGE'S CREEK","GEORGE'S CREEK","KY","LAWRENCE","Lawrence",1842,1863,FALSE,5,84685,TRUE,21,TRUE,"GEORGES CREEK","LAWRENCE","KY",2094800,"Post Office","Georges Creek Post Office (historical)","Lawrence",37.97806,-82.65639,183,1,37.97806,-82.65639,"1-50"
"GERMAN VALLEY","GERMAN VALLEY","IA","KOSSUTH","Kossuth",1890,1900,TRUE,5,84735,TRUE,10,TRUE,"GERMAN VALLEY","KOSSUTH","IA",1925114,"Post Office","German Valley Post Office (historical)","Kossuth",43.26996,-94.0294,353,1,43.26996,-94.0294,"1-50"
"GEYER","GEYER","OH","AUGLAIZE","Auglaize",1894,1911,TRUE,3,84794,TRUE,17,TRUE,"GEYER","AUGLAIZE","OH",1958848,"Post Office","Geyer Post Office (historical)","Auglaize",40.50838,-84.06383,311,1,40.50838,-84.06383,"1-50"
"GIBSONVILLE","GIBSONVILLE","NC","GUILFORD","Guilford",1855,NA,TRUE,0,84852,TRUE,150,TRUE,"GIBSONVILLE","GUILFORD","NC",2773839,"Post Office","Gibsonville Post Office","Guilford",36.10555,-79.54039,220,1,36.10555,-79.54039,">=100"
"GILEAD","GILEAD","NC","BEAUFORT","Beaufort",1888,1909,TRUE,4,84909,TRUE,21,TRUE,"GILEAD","BEAUFORT","NC",1006216,"Populated Place","Gilead","Beaufort",35.45266,-76.98495,10,1,35.45266,-76.98495,"1-50"
"GILMAN","GILMAN","IN","MADISON","Madison",1878,1909,TRUE,4,84968,TRUE,31,TRUE,"GILMAN","MADISON","IN",435078,"Populated Place","Gilman","Madison",40.23449,-85.57831,275,1,40.23449,-85.57831,"1-50"
"GIRKIN","GIRKIN","KY","WARREN","Warren",1888,1913,TRUE,3,85016,TRUE,25,TRUE,"GIRKIN","WARREN","KY",508092,"Populated Place","Girkin","Warren",37.06754,-86.35832,182,1,37.06754,-86.35832,"1-50"
